Time,Displacement,Force,Flexure displacement
(s),(mm),(N),(mm)
"0.0000","0.0000","69.1979","0.0000"
"0.1000","0.0071","70.7710","0.0071"
"0.2000","0.0182","73.4136","0.0182"
"0.3000","0.0280","75.5691","0.0280"
"0.4000","0.0380","77.3995","0.0380"
"0.5000","0.0480","78.8830","0.0480"
"0.6000","0.0580","80.4630","0.0580"
"0.7000","0.0680","81.9404","0.0680"
"0.8000","0.0779","83.4194","0.0779"
"0.9000","0.0880","84.8994","0.0880"
"1.0000","0.0980","86.3407","0.0980"
"1.1000","0.1080","87.8231","0.1080"
"1.2000","0.1180","89.2761","0.1180"
"1.3000","0.1279","90.6716","0.1279"
"1.4000","0.1380","92.1483","0.1380"
"1.5000","0.1480","93.6171","0.1480"
"1.6000","0.1580","95.0531","0.1580"
"1.7000","0.1680","96.4939","0.1680"
"1.8000","0.1779","97.9341","0.1779"
"1.9000","0.1879","99.3271","0.1879"
"2.0000","0.1980","100.7463","0.1980"
"2.1000","0.2080","102.1538","0.2080"
"2.2000","0.2180","103.5495","0.2180"
"2.3000","0.2280","104.9117","0.2280"
"2.4000","0.2379","106.2995","0.2379"
"2.5000","0.2480","107.7075","0.2480"
"2.6000","0.2580","109.1270","0.2580"
"2.7000","0.2680","110.5435","0.2680"
"2.8000","0.2780","111.9027","0.2780"
"2.9000","0.2879","113.2805","0.2879"
"3.0000","0.2980","114.6620","0.2980"
"3.1000","0.3080","116.0235","0.3080"
"3.2000","0.3180","117.4541","0.3180"
"3.3000","0.3280","118.8467","0.3280"
"3.4000","0.3380","120.1573","0.3380"
"3.5000","0.3479","121.5395","0.3479"
"3.6000","0.3580","122.9682","0.3580"
"3.7000","0.3680","124.3534","0.3680"
"3.8000","0.3780","125.7414","0.3780"
"3.9000","0.3880","127.1226","0.3880"
"4.0000","0.3979","128.5113","0.3979"
"4.1000","0.4080","129.9323","0.4080"
"4.2000","0.4180","131.3284","0.4180"
"4.3000","0.4280","132.7327","0.4280"
"4.4000","0.4380","134.1362","0.4380"
"4.5000","0.4479","135.5090","0.4479"
"4.6000","0.4579","136.9352","0.4579"
"4.7000","0.4680","138.3211","0.4680"
"4.8000","0.4780","139.7003","0.4780"
"4.9000","0.4880","141.0728","0.4880"
"5.0000","0.4980","142.4971","0.4980"
"5.1000","0.5079","143.8745","0.5079"
"5.2000","0.5180","145.2128","0.5180"
"5.3000","0.5280","146.6439","0.5280"
"5.4000","0.5380","147.9794","0.5380"
"5.5000","0.5480","149.3687","0.5480"
"5.6000","0.5579","150.7920","0.5579"
"5.7000","0.5679","152.1947","0.5679"
"5.8000","0.5780","153.5751","0.5780"
"5.9000","0.5880","154.9625","0.5880"
"6.0000","0.5980","156.4122","0.5980"
"6.1000","0.6079","157.8163","0.6079"
"6.2000","0.6179","159.2505","0.6179"
"6.3000","0.6280","160.6398","0.6280"
"6.4000","0.6380","162.0856","0.6380"
"6.5000","0.6480","163.4900","0.6480"
"6.6000","0.6580","164.8628","0.6580"
"6.7000","0.6679","166.2556","0.6679"
"6.8000","0.6780","167.6565","0.6780"
"6.9000","0.6880","169.0398","0.6880"
"7.0000","0.6980","170.4131","0.6980"
"7.1000","0.7080","171.8037","0.7080"
"7.2000","0.7179","173.1930","0.7179"
"7.3000","0.7279","174.5879","0.7279"
"7.4000","0.7380","176.0264","0.7380"
"7.5000","0.7480","177.3997","0.7480"
"7.6000","0.7580","178.8035","0.7580"
"7.7000","0.7680","180.2249","0.7680"
"7.8000","0.7779","181.6208","0.7779"
"7.9000","0.7880","183.0274","0.7880"
"8.0000","0.7980","184.4304","0.7980"
"8.1000","0.8080","185.8363","0.8080"
"8.2000","0.8180","187.2355","0.8180"
"8.3000","0.8279","188.6213","0.8279"
"8.4000","0.8379","190.0338","0.8379"
"8.5000","0.8480","191.4106","0.8480"
"8.6000","0.8580","192.8162","0.8580"
"8.7000","0.8680","194.1982","0.8680"
"8.8000","0.8779","195.5009","0.8779"
"8.9000","0.8879","196.8870","0.8879"
"9.0000","0.8980","198.2720","0.8980"
"9.1000","0.9080","199.6085","0.9080"
"9.2000","0.9180","200.9931","0.9180"
"9.3000","0.9280","202.3125","0.9280"
"9.4000","0.9379","203.6900","0.9379"
"9.5000","0.9480","205.0392","0.9480"
"9.6000","0.9580","206.4489","0.9580"
"9.7000","0.9680","207.7940","0.9680"
"9.8000","0.9780","209.1601","0.9780"
"9.9000","0.9879","210.5139","0.9879"
"10.0000","0.9979","211.8882","0.9979"
"10.1000","1.0080","213.2217","1.0080"
"10.2000","1.0180","214.5896","1.0180"
"10.3000","1.0280","215.9946","1.0280"
"10.4000","1.0379","217.3522","1.0379"
"10.5000","1.0479","218.7181","1.0479"
"10.6000","1.0580","220.1038","1.0580"
"10.7000","1.0680","221.4612","1.0680"
"10.8000","1.0780","222.7923","1.0780"
"10.9000","1.0880","224.1684","1.0880"
"11.0000","1.0979","225.4628","1.0979"
"11.1000","1.1079","226.8315","1.1079"
"11.2000","1.1180","228.1617","1.1180"
"11.3000","1.1280","229.5006","1.1280"
"11.4000","1.1380","230.8288","1.1380"
"11.5000","1.1479","232.1250","1.1479"
"11.6000","1.1579","233.4355","1.1579"
"11.7000","1.1680","234.7707","1.1680"
"11.8000","1.1780","236.0805","1.1780"
"11.9000","1.1880","237.3646","1.1880"
"12.0000","1.1980","238.6775","1.1980"
"12.1000","1.2079","239.9893","1.2079"
"12.2000","1.2180","241.3010","1.2180"
"12.3000","1.2280","242.6268","1.2280"
"12.4000","1.2380","243.9548","1.2380"
"12.5000","1.2480","245.2392","1.2480"
"12.6000","1.2579","246.5465","1.2579"
"12.7000","1.2679","247.8509","1.2679"
"12.8000","1.2780","249.1706","1.2780"
"12.9000","1.2880","250.4545","1.2880"
"13.0000","1.2980","251.7516","1.2980"
"13.1000","1.3079","253.0274","1.3079"
"13.2000","1.3179","254.3444","1.3179"
"13.3000","1.3280","255.6542","1.3280"
"13.4000","1.3380","256.9955","1.3380"
"13.5000","1.3480","258.3234","1.3480"
"13.6000","1.3580","259.5961","1.3580"
"13.7000","1.3679","260.8961","1.3679"
"13.8000","1.3779","262.2179","1.3779"
"13.9000","1.3880","263.5344","1.3880"
"14.0000","1.3980","264.8757","1.3980"
"14.1000","1.4080","266.1563","1.4080"
"14.2000","1.4179","267.4690","1.4179"
"14.3000","1.4279","268.7565","1.4279"
"14.4000","1.4380","270.1015","1.4380"
"14.5000","1.4480","271.3811","1.4480"
"14.6000","1.4580","272.7098","1.4580"
"14.7000","1.4680","273.9417","1.4680"
"14.8000","1.4779","275.2313","1.4779"
"14.9000","1.4879","276.5557","1.4879"
"15.0000","1.4980","277.8261","1.4980"
"15.1000","1.5080","279.1078","1.5080"
"15.2000","1.5180","280.4180","1.5180"
"15.3000","1.5279","281.7141","1.5279"
"15.4000","1.5379","282.9920","1.5379"
"15.5000","1.5480","284.2491","1.5480"
"15.6000","1.5580","285.5929","1.5580"
"15.7000","1.5680","286.9169","1.5680"
"15.8000","1.5780","288.2170","1.5780"
"15.9000","1.5879","289.5553","1.5879"
"16.0000","1.5979","290.8880","1.5979"
"16.1000","1.6080","292.2099","1.6080"
"16.2000","1.6180","293.5941","1.6180"
"16.3000","1.6280","294.9437","1.6280"
"16.4000","1.6379","296.1874","1.6379"
"16.5000","1.6479","297.5056","1.6479"
"16.6000","1.6580","298.8376","1.6580"
"16.7000","1.6680","300.1300","1.6680"
"16.8000","1.6780","301.4060","1.6780"
"16.9000","1.6879","302.7325","1.6879"
"17.0000","1.6979","304.0430","1.6979"
"17.1000","1.7080","305.4037","1.7080"
"17.2000","1.7180","306.7854","1.7180"
"17.3000","1.7280","308.1384","1.7280"
"17.4000","1.7380","309.5312","1.7380"
"17.5000","1.7479","310.8835","1.7479"
"17.6000","1.7579","312.2780","1.7579"
"17.7000","1.7680","313.6976","1.7680"
"17.8000","1.7780","315.0927","1.7780"
"17.9000","1.7880","316.5375","1.7880"
"18.0000","1.7979","317.9594","1.7979"
"18.1000","1.8079","319.3576","1.8079"
"18.2000","1.8180","320.8213","1.8180"
"18.3000","1.8280","322.2227","1.8280"
"18.4000","1.8380","323.6747","1.8380"
"18.5000","1.8479","325.0784","1.8479"
"18.6000","1.8579","326.4915","1.8579"
"18.7000","1.8680","327.9409","1.8680"
"18.8000","1.8780","329.4312","1.8780"
"18.9000","1.8880","330.8155","1.8880"
"19.0000","1.8980","332.2833","1.8980"
"19.1000","1.9079","333.7191","1.9079"
"19.2000","1.9179","335.1829","1.9179"
"19.3000","1.9280","336.6371","1.9280"
"19.4000","1.9380","338.0784","1.9380"
"19.5000","1.9480","339.5050","1.9480"
"19.6000","1.9579","340.9406","1.9579"
"19.7000","1.9679","342.3894","1.9679"
"19.8000","1.9780","343.8656","1.9780"
"19.9000","1.9880","345.3009","1.9880"
"20.0000","1.9980","346.7907","1.9980"
"20.1000","2.0080","348.2189","2.0080"
"20.2000","2.0179","349.6712","2.0179"
"20.3000","2.0280","351.1790","2.0280"
"20.4000","2.0380","352.6849","2.0380"
"20.5000","2.0480","354.1720","2.0480"
"20.6000","2.0580","355.6417","2.0580"
"20.7000","2.0679","357.1009","2.0679"
"20.8000","2.0779","358.5808","2.0779"
"20.9000","2.0880","360.0948","2.0880"
"21.0000","2.0980","361.6202","2.0980"
"21.1000","2.1080","363.1079","2.1080"
"21.2000","2.1179","364.5578","2.1179"
"21.3000","2.1279","366.1407","2.1279"
"21.4000","2.1380","367.6821","2.1380"
"21.5000","2.1480","369.1507","2.1480"
"21.6000","2.1580","370.6562","2.1580"
"21.7000","2.1680","372.1629","2.1680"
"21.8000","2.1779","373.5928","2.1779"
"21.9000","2.1879","375.0965","2.1879"
"22.0000","2.1980","376.6412","2.1980"
"22.1000","2.2080","378.1194","2.2080"
"22.2000","2.2180","379.6391","2.2180"
"22.3000","2.2279","381.1115","2.2279"
"22.4000","2.2379","382.6599","2.2379"
"22.5000","2.2480","384.1826","2.2480"
"22.6000","2.2580","385.6744","2.2580"
"22.7000","2.2680","387.2061","2.2680"
"22.8000","2.2780","388.7131","2.2780"
"22.9000","2.2879","390.2551","2.2879"
"23.0000","2.2979","391.7537","2.2979"
"23.1000","2.3080","393.2641","2.3080"
"23.2000","2.3180","394.7888","2.3180"
"23.3000","2.3280","396.2534","2.3280"
"23.4000","2.3379","397.7171","2.3379"
"23.5000","2.3479","399.2269","2.3479"
"23.6000","2.3580","400.7561","2.3580"
"23.7000","2.3680","402.2898","2.3680"
"23.8000","2.3780","403.8185","2.3780"
"23.9000","2.3879","405.3316","2.3879"
"24.0000","2.3979","406.8449","2.3979"
"24.1000","2.4079","408.3490","2.4079"
"24.2000","2.4180","409.9001","2.4180"
"24.3000","2.4280","411.4442","2.4280"
"24.4000","2.4380","412.9487","2.4380"
"24.5000","2.4479","414.4383","2.4479"
"24.6000","2.4579","415.9809","2.4579"
"24.7000","2.4680","417.4557","2.4680"
"24.8000","2.4780","418.9601","2.4780"
"24.9000","2.4880","420.4798","2.4880"
"25.0000","2.4979","421.9396","2.4979"
"25.1000","2.5079","423.4499","2.5079"
"25.2000","2.5180","424.9839","2.5180"
"25.3000","2.5280","426.4794","2.5280"
"25.4000","2.5380","427.9500","2.5380"
"25.5000","2.5480","429.4256","2.5480"
"25.6000","2.5579","430.9412","2.5579"
"25.7000","2.5680","432.4572","2.5680"
"25.8000","2.5780","433.9941","2.5780"
"25.9000","2.5880","435.4958","2.5880"
"26.0000","2.5980","437.0090","2.5980"
"26.1000","2.6079","438.5376","2.6079"
"26.2000","2.6179","440.0441","2.6179"
"26.3000","2.6280","441.5557","2.6280"
"26.4000","2.6380","443.1184","2.6380"
"26.5000","2.6480","444.5815","2.6480"
"26.6000","2.6580","446.0756","2.6580"
"26.7000","2.6679","447.5950","2.6679"
"26.8000","2.6780","449.1663","2.6780"
"26.9000","2.6880","450.6420","2.6880"
"27.0000","2.6980","452.1406","2.6980"
"27.1000","2.7080","453.5909","2.7080"
"27.2000","2.7179","455.0799","2.7179"
"27.3000","2.7280","456.6163","2.7280"
"27.4000","2.7380","458.1247","2.7380"
"27.5000","2.7480","459.6052","2.7480"
"27.6000","2.7580","461.1368","2.7580"
"27.7000","2.7679","462.6297","2.7679"
"27.8000","2.7779","464.1179","2.7779"
"27.9000","2.7880","465.6127","2.7880"
"28.0000","2.7980","467.1038","2.7980"
"28.1000","2.8080","468.6204","2.8080"
"28.2000","2.8180","470.1508","2.8180"
"28.3000","2.8279","471.6637","2.8279"
"28.4000","2.8380","473.2332","2.8380"
"28.5000","2.8480","474.7902","2.8480"
"28.6000","2.8580","476.2598","2.8580"
"28.7000","2.8680","477.7598","2.8680"
"28.8000","2.8779","479.2543","2.8779"
"28.9000","2.8879","480.7700","2.8879"
"29.0000","2.8980","482.2864","2.8980"
"29.1000","2.9080","483.7799","2.9080"
"29.2000","2.9180","485.2863","2.9180"
"29.3000","2.9279","486.7847","2.9279"
"29.4000","2.9379","488.3123","2.9379"
"29.5000","2.9480","489.8241","2.9480"
"29.6000","2.9580","491.3831","2.9580"
"29.7000","2.9680","492.8569","2.9680"
"29.8000","2.9780","494.3346","2.9780"
"29.9000","2.9879","495.8467","2.9879"
"30.0000","2.9979","497.3760","2.9979"
"30.1000","3.0080","498.9051","3.0080"
"30.2000","3.0180","500.4403","3.0180"
"30.3000","3.0280","501.9565","3.0280"
"30.4000","3.0379","503.4302","3.0379"
"30.5000","3.0479","504.9731","3.0479"
"30.6000","3.0580","506.5003","3.0580"
"30.7000","3.0680","507.9347","3.0680"
"30.8000","3.0780","509.4474","3.0780"
"30.9000","3.0879","510.9479","3.0879"
"31.0000","3.0979","512.4167","3.0979"
"31.1000","3.1079","513.9414","3.1079"
"31.2000","3.1180","515.4261","3.1180"
"31.3000","3.1280","516.9297","3.1280"
"31.4000","3.1380","518.4505","3.1380"
"31.5000","3.1479","519.9332","3.1479"
"31.6000","3.1579","521.4714","3.1579"
"31.7000","3.1680","522.9561","3.1680"
"31.8000","3.1780","524.4722","3.1780"
"31.9000","3.1880","525.9534","3.1880"
"32.0000","3.1980","527.4199","3.1980"
"32.1000","3.2079","528.8420","3.2079"
"32.2000","3.2180","530.3916","3.2180"
"32.3000","3.2280","531.8869","3.2280"
"32.4000","3.2380","533.3964","3.2380"
"32.5000","3.2480","534.8755","3.2480"
"32.6000","3.2579","536.3658","3.2579"
"32.7000","3.2680","537.9070","3.2680"
"32.8000","3.2780","539.4279","3.2780"
"32.9000","3.2880","540.9087","3.2880"
"33.0000","3.2980","542.4506","3.2980"
"33.1000","3.3079","543.8922","3.3079"
"33.2000","3.3179","545.3385","3.3179"
"33.3000","3.3280","546.8338","3.3280"
"33.4000","3.3380","548.3333","3.3380"
"33.5000","3.3480","549.8036","3.3480"
"33.6000","3.3580","551.3445","3.3580"
"33.7000","3.3679","552.8525","3.3679"
"33.8000","3.3780","554.3791","3.3780"
"33.9000","3.3880","555.9072","3.3880"
"34.0000","3.3980","557.3963","3.3980"
"34.1000","3.4080","558.8613","3.4080"
"34.2000","3.4179","560.3513","3.4179"
"34.3000","3.4279","561.8589","3.4279"
"34.4000","3.4380","563.4617","3.4380"
"34.5000","3.4480","564.9689","3.4480"
"34.6000","3.4580","566.4333","3.4580"
"34.7000","3.4679","567.9539","3.4679"
"34.8000","3.4779","569.4332","3.4779"
"34.9000","3.4880","570.9908","3.4880"
"35.0000","3.4980","572.4618","3.4980"
"35.1000","3.5080","573.9894","3.5080"
"35.2000","3.5179","575.4794","3.5179"
"35.3000","3.5279","576.9413","3.5279"
"35.4000","3.5379","578.4700","3.5379"
"35.5000","3.5480","579.9780","3.5480"
"35.6000","3.5580","581.4851","3.5580"
"35.7000","3.5680","582.9877","3.5680"
"35.8000","3.5779","584.4484","3.5779"
"35.9000","3.5879","585.9564","3.5879"
"36.0000","3.5980","587.4519","3.5980"
"36.1000","3.6080","588.8965","3.6080"
"36.2000","3.6180","590.4234","3.6180"
"36.3000","3.6280","591.9140","3.6280"
"36.4000","3.6379","593.3826","3.6379"
"36.5000","3.6480","594.8959","3.6480"
"36.6000","3.6580","596.3785","3.6580"
"36.7000","3.6680","597.8782","3.6680"
"36.8000","3.6780","599.4116","3.6780"
"36.9000","3.6879","600.9031","3.6879"
"37.0000","3.6979","602.4587","3.6979"
"37.1000","3.7080","603.9312","3.7080"
"37.2000","3.7180","605.4269","3.7180"
"37.3000","3.7280","606.9010","3.7280"
"37.4000","3.7379","608.3876","3.7379"
"37.5000","3.7479","609.8445","3.7479"
"37.6000","3.7580","611.3633","3.7580"
"37.7000","3.7680","612.8292","3.7680"
"37.8000","3.7780","614.3101","3.7780"
"37.9000","3.7880","615.8407","3.7880"
"38.0000","3.7979","617.3054","3.7979"
"38.1000","3.8079","618.8243","3.8079"
"38.2000","3.8180","620.3076","3.8180"
"38.3000","3.8280","621.7415","3.8280"
"38.4000","3.8380","623.2060","3.8380"
"38.5000","3.8479","624.6244","3.8479"
"38.6000","3.8579","626.1024","3.8579"
"38.7000","3.8680","627.6207","3.8680"
"38.8000","3.8780","629.1343","3.8780"
"38.9000","3.8880","630.5918","3.8880"
"39.0000","3.8980","632.0668","3.8980"
"39.1000","3.9079","633.5298","3.9079"
"39.2000","3.9180","634.9846","3.9180"
"39.3000","3.9280","636.5009","3.9280"
"39.4000","3.9380","637.9890","3.9380"
"39.5000","3.9480","639.4755","3.9480"
"39.6000","3.9579","640.9543","3.9579"
"39.7000","3.9679","642.4363","3.9679"
"39.8000","3.9780","643.9233","3.9780"
"39.9000","3.9880","645.3972","3.9880"
"40.0000","3.9980","646.8726","3.9980"
"40.1000","4.0079","648.3347","4.0079"
"40.2000","4.0179","649.7645","4.0179"
"40.3000","4.0280","651.2731","4.0280"
"40.4000","4.0380","652.7738","4.0380"
"40.5000","4.0480","654.2394","4.0480"
"40.6000","4.0580","655.7136","4.0580"
"40.7000","4.0679","657.1140","4.0679"
"40.8000","4.0780","658.6452","4.0780"
"40.9000","4.0880","660.1274","4.0880"
"41.0000","4.0980","661.6076","4.0980"
"41.1000","4.1080","663.0972","4.1080"
"41.2000","4.1179","664.5799","4.1179"
"41.3000","4.1279","666.0515","4.1279"
"41.4000","4.1380","667.5690","4.1380"
"41.5000","4.1480","669.0430","4.1480"
"41.6000","4.1580","670.5755","4.1580"
"41.7000","4.1680","672.0706","4.1680"
"41.8000","4.1779","673.5263","4.1779"
"41.9000","4.1880","675.0352","4.1880"
"42.0000","4.1980","676.5350","4.1980"
"42.1000","4.2080","677.9571","4.2080"
"42.2000","4.2180","679.4587","4.2180"
"42.3000","4.2279","680.8751","4.2279"
"42.4000","4.2379","682.3500","4.2379"
"42.5000","4.2480","683.8514","4.2480"
"42.6000","4.2580","685.2854","4.2580"
"42.7000","4.2680","686.7559","4.2680"
"42.8000","4.2780","688.2211","4.2780"
"42.9000","4.2879","689.6575","4.2879"
"43.0000","4.2980","691.1944","4.2980"
"43.1000","4.3080","692.6497","4.3080"
"43.2000","4.3180","694.1411","4.3180"
"43.3000","4.3280","695.5894","4.3280"
"43.4000","4.3379","697.0401","4.3379"
"43.5000","4.3480","698.4944","4.3480"
"43.6000","4.3580","700.0034","4.3580"
"43.7000","4.3680","701.4892","4.3680"
"43.8000","4.3780","702.9429","4.3780"
"43.9000","4.3879","704.3490","4.3879"
"44.0000","4.3979","705.8341","4.3979"
"44.1000","4.4080","707.3228","4.4080"
"44.2000","4.4180","708.7722","4.4180"
"44.3000","4.4280","710.1888","4.4280"
"44.4000","4.4380","711.6369","4.4380"
"44.5000","4.4479","713.0715","4.4479"
"44.6000","4.4580","714.5692","4.4580"
"44.7000","4.4680","716.0243","4.4680"
"44.8000","4.4780","717.5121","4.4780"
"44.9000","4.4880","718.9564","4.4880"
"45.0000","4.4979","720.4286","4.4979"
"45.1000","4.5079","721.8992","4.5079"
"45.2000","4.5180","723.3871","4.5180"
"45.3000","4.5280","724.8502","4.5280"
"45.4000","4.5380","726.3116","4.5380"
"45.5000","4.5480","727.8158","4.5480"
"45.6000","4.5579","729.2634","4.5579"
"45.7000","4.5680","730.7282","4.5680"
"45.8000","4.5780","732.2220","4.5780"
"45.9000","4.5880","733.7253","4.5880"
"46.0000","4.5980","735.1911","4.5980"
"46.1000","4.6079","736.6494","4.6079"
"46.2000","4.6180","738.1615","4.6180"
"46.3000","4.6280","739.6718","4.6280"
"46.4000","4.6380","741.1287","4.6380"
"46.5000","4.6480","742.5892","4.6480"
"46.6000","4.6579","744.0775","4.6579"
"46.7000","4.6679","745.4890","4.6679"
"46.8000","4.6780","747.0032","4.6780"
"46.9000","4.6880","748.4855","4.6880"
"47.0000","4.6980","750.0176","4.6980"
"47.1000","4.7079","751.4908","4.7079"
"47.2000","4.7179","752.8995","4.7179"
"47.3000","4.7280","754.3683","4.7280"
"47.4000","4.7380","755.8756","4.7380"
"47.5000","4.7480","757.3270","4.7480"
"47.6000","4.7580","758.7893","4.7580"
"47.7000","4.7679","760.2102","4.7679"
"47.8000","4.7779","761.6475","4.7779"
"47.9000","4.7880","763.1586","4.7880"
"48.0000","4.7980","764.5802","4.7980"
"48.1000","4.8080","766.0264","4.8080"
"48.2000","4.8179","767.4542","4.8179"
"48.3000","4.8279","768.9110","4.8279"
"48.4000","4.8380","770.4047","4.8380"
"48.5000","4.8480","771.8463","4.8480"
"48.6000","4.8580","773.2841","4.8580"
"48.7000","4.8680","774.7766","4.8680"
"48.8000","4.8779","776.1949","4.8779"
"48.9000","4.8880","777.6676","4.8880"
"49.0000","4.8980","779.1133","4.8980"
"49.1000","4.9080","780.5657","4.9080"
"49.2000","4.9180","782.0338","4.9180"
"49.3000","4.9279","783.4375","4.9279"
"49.4000","4.9379","784.9326","4.9379"
"49.5000","4.9480","786.4310","4.9480"
"49.6000","4.9580","787.9219","4.9580"
"49.7000","4.9680","789.4040","4.9680"
"49.8000","4.9780","790.8466","4.9780"
"49.9000","4.9879","792.3008","4.9879"
"50.0000","4.9980","793.8239","4.9980"
"50.1000","5.0080","795.2790","5.0080"
"50.2000","5.0180","796.7285","5.0180"
"50.3000","5.0280","798.2005","5.0280"
"50.4000","5.0379","799.6238","5.0379"
"50.5000","5.0480","801.1243","5.0480"
"50.6000","5.0580","802.5916","5.0580"
"50.7000","5.0680","804.0054","5.0680"
"50.8000","5.0780","805.4551","5.0780"
"50.9000","5.0879","806.8878","5.0879"
"51.0000","5.0979","808.3271","5.0979"
"51.1000","5.1080","809.8096","5.1080"
"51.2000","5.1180","811.2405","5.1180"
"51.3000","5.1280","812.7028","5.1280"
"51.4000","5.1380","814.1831","5.1380"
"51.5000","5.1479","815.6312","5.1479"
"51.6000","5.1580","817.1411","5.1580"
"51.7000","5.1680","818.6177","5.1680"
"51.8000","5.1780","820.0844","5.1780"
"51.9000","5.1880","821.5075","5.1880"
"52.0000","5.1979","822.9467","5.1979"
"52.1000","5.2079","824.3749","5.2079"
"52.2000","5.2180","825.8525","5.2180"
"52.3000","5.2280","827.3036","5.2280"
"52.4000","5.2380","828.7668","5.2380"
"52.5000","5.2480","830.2101","5.2480"
"52.6000","5.2579","831.6188","5.2579"
"52.7000","5.2680","833.0848","5.2680"
"52.8000","5.2780","834.5500","5.2780"
"52.9000","5.2880","836.0220","5.2880"
"53.0000","5.2980","837.4924","5.2980"
"53.1000","5.3079","838.8637","5.3079"
"53.2000","5.3180","840.3575","5.3180"
"53.3000","5.3280","841.8124","5.3280"
"53.4000","5.3380","843.2129","5.3380"
"53.5000","5.3480","844.6266","5.3480"
"53.6000","5.3579","846.0576","5.3579"
"53.7000","5.3679","847.4824","5.3679"
"53.8000","5.3780","848.9512","5.3780"
"53.9000","5.3880","850.3348","5.3880"
"54.0000","5.3980","851.8506","5.3980"
"54.1000","5.4080","853.2601","5.4080"
"54.2000","5.4179","854.7418","5.4179"
"54.3000","5.4280","856.1223","5.4280"
"54.4000","5.4380","857.5795","5.4380"
"54.5000","5.4480","859.0154","5.4480"
"54.6000","5.4580","860.5070","5.4580"
"54.7000","5.4679","861.9092","5.4679"
"54.8000","5.4779","863.3930","5.4779"
"54.9000","5.4880","864.8574","5.4880"
"55.0000","5.4980","866.2712","5.4980"
"55.1000","5.5080","867.6830","5.5080"
"55.2000","5.5179","869.1318","5.5179"
"55.3000","5.5279","870.5312","5.5279"
"55.4000","5.5380","872.0328","5.5380"
"55.5000","5.5480","873.4900","5.5480"
"55.6000","5.5580","874.9800","5.5580"
"55.7000","5.5680","876.4573","5.5680"
"55.8000","5.5779","877.9025","5.5779"
"55.9000","5.5879","879.3696","5.5879"
"56.0000","5.5980","880.8619","5.5980"
"56.1000","5.6080","882.3223","5.6080"
